Entry,Entry Name,Gene Names,Protein names,Length,source_query,intended_gene,protac_validated,gene_symbol
P19474,RO52_HUMAN,TRIM21 RNF81 RO52 SSA1,E3 ubiquitin-protein ligase TRIM21 (EC 2.3.2.27) (52 kDa Ro protein) (52 kDa ribonucleoprotein autoantigen Ro/SS-A) (RING finger protein 81) (Ro(SS-A)) (Sjoegren syndrome type A antigen) (SS-A) (Tripartite motif-containing protein 21),475,direct_e3,,False,TRIM21
P21580,TNAP3_HUMAN,TNFAIP3 OTUD7C,Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (OTU domain-containing protein 7C) (Putative DNA-binding protein A20) (Zinc finger protein A20) [Cleaved into: A20p50; A20p37],790,direct_e3,,False,TNFAIP3
P51965,UB2E1_HUMAN,UBE2E1 UBCH6,Ubiquitin-conjugating enzyme E2 E1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme E1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme E1) (UbcH6) (Ubiquitin carrier protein E1) (Ubiquitin-protein ligase E1),193,direct_e3,,False,UBE2E1
P53611,PGTB2_HUMAN,RABGGTB GGTB,Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta),331,direct_e3,,False,RABGGTB
O95376,ARI2_HUMAN,ARIH2 ARI2 TRIAD1 HT005,E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (Triad1 protein),493,direct_e3,,False,ARIH2
Q13064,MKRN3_HUMAN,MKRN3 D15S9 RNF63 ZNF127,E3 ubiquitin-protein ligase makorin-3 (EC 2.3.2.27) (RING finger protein 63) (RING-type E3 ubiquitin transferase makorin-3) (Zinc finger protein 127),507,direct_e3,,False,MKRN3
Q05397,FAK1_HUMAN,PTK2 FAK FAK1,Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK),1052,direct_e3,,False,PTK2
Q05516,ZBT16_HUMAN,ZBTB16 PLZF ZNF145,Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF),673,direct_e3,,False,ZBTB16
Q06587,RING1_HUMAN,RING1 RING1A RNF1,E3 ubiquitin-protein ligase RING1 (EC 2.3.2.27) (Polycomb complex protein RING1) (RING finger protein 1) (RING-type E3 ubiquitin transferase RING1) (Really interesting new gene 1 protein),406,direct_e3,,False,RING1
Q0D2K2,KLH30_HUMAN,KLHL30,Kelch-like protein 30,578,substrate_adapters,,False,KLHL30
Q12829,RB40B_HUMAN,RAB40B SEC4L,Ras-related protein Rab-40B (EC 3.6.5.2) (SOCS box-containing protein RAR) (Protein Rar),278,"btb_socs,direct_e3,substrate_adapters",,False,RAB40B
Q12834,CDC20_HUMAN,CDC20,Cell division cycle protein 20 homolog (p55CDC),499,substrate_adapters,,False,CDC20
Q12899,TRI26_HUMAN,TRIM26 RNF95 ZNF173,Tripartite motif-containing protein 26 (EC 2.3.2.27) (Acid finger protein) (AFP) (RING finger protein 95) (Zinc finger protein 173),539,direct_e3,,False,TRIM26
Q12933,TRAF2_HUMAN,TRAF2 TRAP3,TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3),501,direct_e3,,False,TRAF2
Q12986,NFX1_HUMAN,NFX1 NFX2,"Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)",1120,direct_e3,,False,NFX1
Q13042,CDC16_HUMAN,CDC16 ANAPC6,Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6) (APC6) (CDC16 homolog) (CDC16Hs) (Cyclosome subunit 6),620,direct_e3,,False,CDC16
Q13049,TRI32_HUMAN,TRIM32 HT2A,E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A),653,direct_e3,,False,TRIM32
Q13077,TRAF1_HUMAN,TRAF1 EBI6,TNF receptor-associated factor 1 (Epstein-Barr virus-induced protein 6),416,direct_e3,,False,TRAF1
P53804,TTC3_HUMAN,TTC3 DCRR1 RNF105 TPRD,E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3),2025,direct_e3,,False,TTC3
Q13114,TRAF3_HUMAN,TRAF3 CAP-1 CRAF1 TRAFAMN,TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3),568,direct_e3,,False,TRAF3
Q13191,CBLB_HUMAN,CBLB RNF56 Nbla00127,E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B),982,direct_e3,,False,CBLB
Q13216,ERCC8_HUMAN,ERCC8 CKN1 CSA,DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA),396,"direct_e3,substrate_adapters",,False,ERCC8
Q13233,M3K1_HUMAN,MAP3K1 MAPKKK1 MEKK MEKK1,Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1) (EC 2.3.2.27),1512,direct_e3,,False,MAP3K1
Q13263,TIF1B_HUMAN,TRIM28 KAP1 RNF96 TIF1B,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),835,direct_e3,,False,TRIM28
Q13309,SKP2_HUMAN,SKP2 FBXL1,S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2),424,"direct_e3,f_box,substrate_adapters",,False,SKP2
Q13356,PPIL2_HUMAN,PPIL2,RING-type E3 ubiquitin-protein ligase PPIL2 (EC 2.3.2.27) (CYC4) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60) (Cyp60) (hCyP-60) (Probable inactive peptidyl-prolyl cis-trans isomerase-like 2) (PPIase) (Rotamase PPIL2),520,direct_e3,,False,PPIL2
Q13404,UB2V1_HUMAN,UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19,Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A),147,direct_e3,,False,UBE2V1
Q13434,MKRN4_HUMAN,MKRN4P MKRN4 MKRNP5 RNF64 ZNF127L1,Putative E3 ubiquitin-protein ligase makorin-4 (EC 2.3.2.27) (Makorin RING finger protein pseudogene 4) (Makorin RING finger protein pseudogene 5) (RING finger protein 64) (RING-type E3 ubiquitin transferase makorin-4) (Zinc finger protein 127-Xp) (ZNF127-Xp) (Zinc finger protein 127-like 1),485,direct_e3,,False,MKRN4P
Q13503,MED21_HUMAN,MED21 SRB7 SURB7,Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7) (hSrb7),144,direct_e3,,False,MED21
Q13526,PIN1_HUMAN,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1),163,direct_e3,,False,PIN1
Q05086,UBE3A_HUMAN,UBE3A E6AP EPVE6AP HPVE6A,Ubiquitin-protein ligase E3A (EC 2.3.2.26) (E6AP ubiquitin-protein ligase) (HECT-type ubiquitin transferase E3A) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54),875,direct_e3,,False,UBE3A
Q04323,UBXN1_HUMAN,UBXN1 SAKS1,UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein),297,direct_e3,,False,UBXN1
Q01151,CD83_HUMAN,CD83,CD83 antigen (hCD83) (B-cell activation protein) (Cell surface protein HB15) (CD antigen CD83),205,direct_e3,,False,CD83
Q008S8,ECT2L_HUMAN,ECT2L C6orf91 LFDH,Epithelial cell-transforming sequence 2 oncogene-like (Lung-specific F-box and DH domain-containing protein) (Putative guanine nucleotide exchange factor LFDH),904,f_box,,False,ECT2L
P55072,TERA_HUMAN,VCP HEL-220 HEL-S-70,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP),806,direct_e3,,False,VCP
P55735,SEC13_HUMAN,SEC13 D3S1231E SEC13A SEC13L1 SEC13R,Protein SEC13 homolog (GATOR2 complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein),322,direct_e3,,False,SEC13
P57737,CORO7_HUMAN,CORO7,Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog),925,direct_e3,,False,CORO7
P57775,FBXW4_HUMAN,FBXW4 FBW4 SHFM3,F-box/WD repeat-containing protein 4 (Dactylin) (F-box and WD-40 domain-containing protein 4),412,f_box,,False,FBXW4
P59046,NAL12_HUMAN,NLRP12 NALP12 PYPAF7 RNO,"NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)",1061,direct_e3,,False,NLRP12
P60006,APC15_HUMAN,ANAPC15 C11orf51 HSPC020,Anaphase-promoting complex subunit 15 (APC15),121,direct_e3,,False,ANAPC15
P60604,UB2G2_HUMAN,UBE2G2 UBC7,Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2),165,direct_e3,,False,UBE2G2
P60953,CDC42_HUMAN,CDC42,Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein),191,direct_e3,,False,CDC42
P61077,UB2D3_HUMAN,UBE2D3 UBC5C UBCH5C,Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3),147,direct_e3,,False,UBE2D3
P61081,UBC12_HUMAN,UBE2M UBC12,NEDD8-conjugating enzyme Ubc12 (EC 2.3.2.34) (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 M),183,"direct_e3,substrate_adapters",,False,UBE2M
P61086,UBE2K_HUMAN,UBE2K HIP2 LIG,Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase),200,direct_e3,,False,UBE2K
P61088,UBE2N_HUMAN,UBE2N BLU,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N),152,direct_e3,,False,UBE2N
P61962,DCAF7_HUMAN,DCAF7 HAN11 WDR68,DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog),342,"direct_e3,substrate_adapters",,False,DCAF7
P62253,UB2G1_HUMAN,UBE2G1 UBE2G,"Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]",170,direct_e3,,False,UBE2G1
P62256,UBE2H_HUMAN,UBE2H,Ubiquitin-conjugating enzyme E2 H (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme H) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme H) (UbcH2) (Ubiquitin carrier protein H) (Ubiquitin-conjugating enzyme E2-20K) (Ubiquitin-protein ligase H),183,direct_e3,,False,UBE2H
P62699,YPEL5_HUMAN,YPEL5 CGI-127,Protein yippee-like 5,121,direct_e3,,False,YPEL5
P62837,UB2D2_HUMAN,UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B,Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1),147,direct_e3,,False,UBE2D2
P62877,RBX1_HUMAN,RBX1 RNF75 ROC1,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]",108,"direct_e3,substrate_adapters",,False,RBX1
P63146,UBE2B_HUMAN,UBE2B RAD6B UBCH1,Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (RAD6 homolog B) (HR6B) (hHR6B) (Ubiquitin carrier protein B) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase B),152,direct_e3,,False,UBE2B
P63208,SKP1_HUMAN,SKP1 EMC19 OCP2 SKP1A TCEB1L,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1),163,"direct_e3,substrate_adapters",,False,SKP1
P68036,UB2L3_HUMAN,UBE2L3 UBCE7 UBCH7,Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3),154,direct_e3,,False,UBE2L3
P78395,PRAME_HUMAN,PRAME MAPE OIP4,Melanoma antigen preferentially expressed in tumors (Opa-interacting protein 4) (OIP-4) (Preferentially expressed antigen of melanoma),509,"direct_e3,substrate_adapters",,False,PRAME
Q00535,CDK5_HUMAN,CDK5 CDKN5 PSSALRE,Cyclin-dependent kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Cyclin-dependent-like kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit),292,direct_e3,,False,CDK5
O95521,PRAM1_HUMAN,PRAMEF1,PRAME family member 1,474,substrate_adapters,,False,PRAMEF1
O95361,TRI16_HUMAN,TRIM16 EBBP,Tripartite motif-containing protein 16 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM16) (Estrogen-responsive B box protein),564,direct_e3,,False,TRIM16
Q8N5U6,RNF10_HUMAN,RNF10 KIAA0262 RIE2,E3 ubiquitin-protein ligase RNF10 (EC 2.3.2.27) (RING finger protein 10),811,direct_e3,,False,RNF10
O14512,SOCS7_HUMAN,SOCS7 NAP4 SOCS6,"Suppressor of cytokine signaling 7 (SOCS-7) (Nck, Ash and phospholipase C gamma-binding protein) (Nck-associated protein 4) (NAP-4)",581,"direct_e3,substrate_adapters",,False,SOCS7
F8VTS6,RFAL1_HUMAN,RFPL4AL1,Ret finger protein-like 4A-like protein 1,287,direct_e3,,False,RFPL4AL1
H0Y7S4,PRA26_HUMAN,PRAMEF26,PRAME family member 26,478,substrate_adapters,,False,PRAMEF26
I1YAP6,TRI77_HUMAN,TRIM77 TRIM77P,Tripartite motif-containing protein 77,450,direct_e3,,False,TRIM77
M0QZC1,RN225_HUMAN,RNF225,RING finger protein 225,329,direct_e3,,False,RNF225
O00237,RN103_HUMAN,RNF103 ZFP103,E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (KF-1) (hKF-1) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103 homolog) (Zfp-103),685,direct_e3,,False,RNF103
O00308,WWP2_HUMAN,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (Atrophin-1-interacting protein 2) (AIP2) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2),870,direct_e3,,False,WWP2
O00463,TRAF5_HUMAN,TRAF5 RNF84,TNF receptor-associated factor 5 (RING finger protein 84),557,direct_e3,,False,TRAF5
O00623,PEX12_HUMAN,PEX12 PAF3,Peroxisome assembly protein 12 (Peroxin-12) (Peroxisome assembly factor 3) (PAF-3),359,direct_e3,,False,PEX12
O00635,TRI38_HUMAN,TRIM38 RNF15 RORET,E3 ubiquitin-protein ligase TRIM38 (EC 2.3.2.27) (RING finger protein 15) (Tripartite motif-containing protein 38) (Zinc finger protein RoRet),465,direct_e3,,False,TRIM38
O00762,UBE2C_HUMAN,UBE2C UBCH10,Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C),179,direct_e3,,False,UBE2C
O14508,SOCS2_HUMAN,SOCS2 CIS2 SSI2 STATI2,Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2),198,"direct_e3,substrate_adapters",,False,SOCS2
O14543,SOCS3_HUMAN,SOCS3 CIS3 SSI3,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3),225,direct_e3,,False,SOCS3
O15524,SOCS1_HUMAN,SOCS1 SSI1 TIP3,Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3),211,direct_e3,,False,SOCS1
O14544,SOCS6_HUMAN,SOCS6 CIS4 SOCS4,Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (Suppressor of cytokine signaling 4) (SOCS-4),535,direct_e3,,False,SOCS6
O14929,HAT1_HUMAN,HAT1 KAT1,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1) (Histone methacryltransferase HAT1) (EC 2.3.1.-),419,direct_e3,,False,HAT1
O14933,UB2L6_HUMAN,UBE2L6 UBCH8,Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6),153,direct_e3,,False,UBE2L6
O14965,AURKA_HUMAN,AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6,Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Breast tumor-amplified kinase) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A),403,direct_e3,,False,AURKA
O15027,SC16A_HUMAN,SEC16A KIAA0310 SEC16 SEC16L,Protein transport protein Sec16A (SEC16 homolog A) (p250),2357,direct_e3,,False,SEC16A
O15033,AREL1_HUMAN,AREL1 KIAA0317,Apoptosis-resistant E3 ubiquitin protein ligase 1 (EC 2.3.2.26) (Apoptosis-resistant HECT-type E3 ubiquitin transferase 1),823,direct_e3,,False,AREL1
O15105,SMAD7_HUMAN,SMAD7 MADH7 MADH8,SMAD family member 7 (SMAD 7) (hSMAD7) (Mothers against decapentaplegic homolog 7) (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8),426,substrate_adapters,,False,SMAD7
O15151,MDM4_HUMAN,MDM4 MDMX,Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4),490,direct_e3,,False,MDM4
O15164,TIF1A_HUMAN,TRIM24 RNF82 TIF1 TIF1A,Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24),1050,direct_e3,,False,TRIM24
O15169,AXIN1_HUMAN,AXIN1 AXIN,Axin-1 (Axis inhibition protein 1) (hAxin),862,"direct_e3,substrate_adapters",,False,AXIN1
O15344,TRI18_HUMAN,MID1 FXY RNF59 TRIM18 XPRF,E3 ubiquitin-protein ligase Midline-1 (EC 2.3.2.27) (Midin) (Putative transcription factor XPRF) (RING finger protein 59) (RING finger protein Midline-1) (RING-type E3 ubiquitin transferase Midline-1) (Tripartite motif-containing protein 18),667,direct_e3,,False,MID1
E7ERA6,RN223_HUMAN,RNF223,RING finger protein 223,249,direct_e3,,False,RNF223
C9JR72,KBTBD_HUMAN,KBTBD13,Kelch repeat and BTB domain-containing protein 13,458,direct_e3,,False,KBTBD13
C9JJ37,BTBDJ_HUMAN,BTBD19,BTB/POZ domain-containing protein 19,291,btb_socs,,False,BTBD19
C9J1S8,TR49D_HUMAN,TRIM49D1 TRIM49L TRIM49L1; TRIM49D2 TRIM49D2P,Tripartite motif-containing protein 49D (Tripartite motif-containing protein 49-like protein) (Tripartite motif-containing protein 49D1) (Tripartite motif-containing protein 49D2),452,direct_e3,,False,TRIM49D1
A0A3B3IT33,TR51G_HUMAN,TRIM51G TRIM51GP,Tripartite motif-containing protein 51G,452,direct_e3,,False,TRIM51G
A0A7I2V3R4,RN228_HUMAN,RNF228,RING finger protein 228,345,direct_e3,,False,RNF228
A0AVI4,TM129_HUMAN,TMEM129,E3 ubiquitin-protein ligase TM129 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TM129),362,direct_e3,,False,TMEM129
A1L167,U2QL1_HUMAN,UBE2QL1,Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1),161,direct_e3,,False,UBE2QL1
A3QJZ6,PRA22_HUMAN,PRAMEF22,PRAME family member 22,481,substrate_adapters,,False,PRAMEF22
A3QJZ7,PRA27_HUMAN,PRAMEF27,PRAME family member 27,478,substrate_adapters,,False,PRAMEF27
A6NCK2,TR43B_HUMAN,TRIM43B,Tripartite motif-containing protein 43B,446,direct_e3,,False,TRIM43B
A6NDI0,TR49B_HUMAN,TRIM49B RNF18B,Putative tripartite motif-containing protein 49B (RING finger protein 18B),452,direct_e3,,False,TRIM49B
A6NE02,BTBDH_HUMAN,BTBD17,BTB/POZ domain-containing protein 17 (Galectin-3-binding protein-like),478,btb_socs,,False,BTBD17
A6NGJ6,TRI64_HUMAN,TRIM64 C11orf28,Tripartite motif-containing protein 64,449,direct_e3,,False,TRIM64
A6NGN4,PRA25_HUMAN,PRAMEF25,PRAME family member 25,478,substrate_adapters,,False,PRAMEF25
A6NI03,TR64B_HUMAN,TRIM64B,Tripartite motif-containing protein 64B,449,direct_e3,,False,TRIM64B
A6NIN4,RN227_HUMAN,RNF227 LINC02581,RING finger protein 227 (Long intergenic non-protein coding RNA 2581),190,direct_e3,,False,RNF227
A6NK02,TRI75_HUMAN,TRIM75 TRIM75P,Tripartite motif-containing protein 75,468,direct_e3,,False,TRIM75
A6NK59,ASB14_HUMAN,ASB14,Ankyrin repeat and SOCS box protein 14 (ASB-14),587,"btb_socs,direct_e3",,False,ASB14
A6NLI5,TR64C_HUMAN,TRIM64C,Tripartite motif-containing protein 64C,450,direct_e3,,False,TRIM64C
A6NLU0,RFPLA_HUMAN,RFPL4A RFPL4 RNF210,Ret finger protein-like 4A (RING finger protein 210),287,direct_e3,,False,RFPL4A
A6NNE9,MARHB_HUMAN,MARCHF11 MARCH11,E3 ubiquitin-protein ligase MARCHF11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCHF11),402,direct_e3,,False,MARCHF11
A6QL63,ABTB3_HUMAN,ABTB3 BTBD11,Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11),1104,btb_socs,,False,ABTB3
A7E2V4,ZSWM8_HUMAN,ZSWIM8 KIAA0913,Zinc finger SWIM domain-containing protein 8,1837,"direct_e3,substrate_adapters",,False,ZSWIM8
A8MQ27,NEU1B_HUMAN,NEURL1B NEURL3,E3 ubiquitin-protein ligase NEURL1B (EC 2.3.2.27) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL1B),555,direct_e3,,False,NEURL1B
A8MTL3,R212B_HUMAN,RNF212B C14orf164,E3 ubiquitin-protein ligase RNF212B (EC 2.3.2.27) (RING finger protein 212B),300,direct_e3,,False,RNF212B
B2RXH4,BTBDI_HUMAN,BTBD18,BTB/POZ domain-containing protein 18,712,btb_socs,,False,BTBD18
O15479,MAGB2_HUMAN,MAGEB2,Melanoma-associated antigen B2 (Cancer/testis antigen 3.2) (CT3.2) (DSS-AHC critical interval MAGE superfamily 6) (DAM6) (MAGE XP-2 antigen) (MAGE-B2 antigen),319,direct_e3,,False,MAGEB2
O15541,R113A_HUMAN,RNF113A RNF113 ZNF183,E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183),343,direct_e3,,False,RNF113A
O95278,EPM2A_HUMAN,EPM2A,Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase),331,direct_e3,,False,EPM2A
